Time,UH,VH
2024-06-06 23:08:23,9.0,9.5
2024-06-06 23:23:25,7.75,7.0
2024-06-06 23:38:26,8.0,7.25
2024-06-06 23:53:27,8.25,7.0
2024-06-07 00:08:29,7.75,7.25
2024-06-07 00:23:30,8.0,7.5
2024-06-07 00:38:31,7.0,7.75
2024-06-07 00:53:33,7.25,8.0
2024-06-07 01:08:34,7.5,8.25
2024-06-07 01:23:35,7.75,8.5
2024-06-07 01:38:37,8.0,8.75
2024-06-07 01:53:38,8.25,9.0
2024-06-07 02:08:39,6.75,9.25
2024-06-07 02:23:41,6.0,9.5
2024-06-07 02:38:42,6.25,9.75
2024-06-07 02:53:43,5.0,10.0
2024-06-07 03:08:45,5.25,10.25
2024-06-07 03:23:46,5.5,10.5
2024-06-07 03:38:48,5.75,10.75
2024-06-07 03:53:49,6.0,11.0
2024-06-07 04:08:50,6.25,11.25
2024-06-07 04:23:52,6.5,11.5
2024-06-07 04:38:53,6.75,11.75
2024-06-07 04:53:54,7.0,4.0
2024-06-07 05:08:56,6.5,2.25
2024-06-07 05:23:57,6.5,1.0
2024-06-07 05:38:59,6.75,1.25
2024-06-07 05:54:00,7.0,1.5
2024-06-07 06:09:01,7.25,0.75
2024-06-07 06:24:03,7.5,1.0
2024-06-07 06:39:04,0.75,1.5
2024-06-07 06:54:05,0.5,1.75
2024-06-07 07:09:06,0.5,2.0
2024-06-07 07:24:08,0.5,1.25
2024-06-07 07:39:09,0.75,0.5
2024-06-07 07:54:11,0.5,0.5
2024-06-07 08:09:12,0.75,0.75
2024-06-07 08:24:13,0.75,1.0
2024-06-07 08:39:14,0.5,1.25
2024-06-07 08:54:16,0.75,1.5
2024-06-07 09:09:17,1.0,1.75
2024-06-07 09:24:18,1.0,1.0
2024-06-07 09:39:20,1.25,1.25
2024-06-07 09:54:21,1.5,1.5
2024-06-07 10:09:22,1.75,1.75
2024-06-07 10:24:24,0.5,2.0
2024-06-07 10:39:25,0.75,2.25
2024-06-07 10:54:26,1.0,2.0
2024-06-07 11:09:27,1.25,2.0
2024-06-07 11:24:29,1.5,2.25
2024-06-07 11:39:31,1.75,2.5
2024-06-07 11:54:33,2.0,2.75
2024-06-07 12:09:34,1.75,3.0
2024-06-07 12:24:36,2.0,2.5
2024-06-07 12:39:37,2.25,2.75
2024-06-07 12:54:38,2.5,3.0
2024-06-07 13:09:40,2.75,3.25
2024-06-07 13:24:41,3.0,3.5
2024-06-07 13:39:42,3.25,3.75
2024-06-07 13:54:44,3.5,4.0
2024-06-07 14:09:45,3.75,4.25
2024-06-07 14:24:46,3.5,4.5
2024-06-07 14:39:47,3.75,4.0
2024-06-07 14:54:49,4.0,4.25
2024-06-07 15:09:50,4.25,4.5
2024-06-07 15:24:52,2.75,4.75
2024-06-07 15:39:54,3.0,3.75
2024-06-07 15:54:55,3.25,4.0
2024-06-07 16:09:56,3.5,4.0
2024-06-07 16:24:58,3.25,4.25
2024-06-07 16:39:59,3.5,4.5
2024-06-07 16:55:00,3.75,4.75
2024-06-07 17:10:02,4.0,4.75
2024-06-07 17:25:03,3.5,5.0
2024-06-07 17:40:04,3.75,5.25
2024-06-07 17:55:06,3.5,5.5
2024-06-07 18:10:07,3.75,5.75
2024-06-07 18:25:08,3.25,6.0
2024-06-07 18:40:10,3.5,6.25
2024-06-07 18:55:11,3.75,6.25
2024-06-07 19:10:12,4.0,6.5
2024-06-07 19:25:14,4.25,6.75
2024-06-07 19:40:15,4.5,7.0
2024-06-07 19:55:16,4.5,7.25
2024-06-07 20:10:17,4.75,7.5
2024-06-07 20:25:19,3.0,7.75
2024-06-07 20:40:20,3.25,8.0
2024-06-07 20:55:22,3.5,8.25
2024-06-07 21:10:24,3.75,8.5
2024-06-07 21:25:26,4.0,8.75
2024-06-07 21:40:27,4.25,9.0
2024-06-07 21:55:28,4.5,9.25
2024-06-07 22:10:30,4.75,9.5
2024-06-07 22:25:31,5.0,9.75
2024-06-07 22:40:32,5.25,10.0
2024-06-07 22:55:34,5.5,10.25
2024-06-07 23:10:35,5.5,10.5
2024-06-07 23:25:36,5.25,10.75
2024-06-07 23:40:38,5.25,11.0
2024-06-07 23:55:39,5.25,11.25
2024-06-08 00:10:40,5.5,11.5
2024-06-08 00:25:42,5.25,11.75
2024-06-08 00:40:43,5.5,12.0
2024-06-08 00:55:45,5.75,12.25
2024-06-08 01:10:46,6.0,12.5
2024-06-08 01:25:47,6.25,9.0
2024-06-08 01:40:48,6.5,9.25
2024-06-08 01:55:50,6.75,9.5
2024-06-08 02:10:51,7.0,9.75
2024-06-08 02:25:52,7.25,10.0
2024-06-08 02:40:54,7.5,10.25
2024-06-08 02:55:55,7.75,10.5
2024-06-08 03:10:56,8.0,10.75
2024-06-08 03:25:58,8.25,11.0
2024-06-08 03:40:59,8.5,11.25
2024-06-08 03:56:00,8.75,11.5
2024-06-08 04:11:02,6.75,11.75
2024-06-08 04:26:03,7.0,12.0
2024-06-08 04:41:04,7.25,12.25
2024-06-08 04:56:05,7.5,12.5
2024-06-08 05:11:07,7.75,12.75
2024-06-08 05:26:09,8.0,12.75
2024-06-08 05:41:10,4.75,12.75
2024-06-08 05:56:11,5.0,13.0
2024-06-08 06:11:13,0.5,13.25
2024-06-08 06:26:14,0.5,13.5
2024-06-08 06:41:15,0.5,13.75
2024-06-08 06:56:16,0.5,14.0
2024-06-08 07:11:18,0.5,14.25
2024-06-08 07:26:19,0.5,14.5
2024-06-08 07:41:21,0.75,14.75
2024-06-08 07:56:22,0.75,10.25
2024-06-08 08:11:23,0.5,9.25
2024-06-08 08:26:25,0.5,4.75
2024-06-08 08:41:28,0.5,4.0
2024-06-08 08:56:29,0.5,4.25
2024-06-08 09:11:30,0.75,4.5
2024-06-08 09:26:32,1.0,4.75
2024-06-08 09:41:33,0.75,5.0
2024-06-08 09:56:35,1.0,1.25
2024-06-08 10:11:39,1.25,1.0
2024-06-08 10:26:40,1.5,1.25
2024-06-08 10:41:41,1.75,1.5
2024-06-08 10:56:43,1.75,1.25
2024-06-08 11:11:44,1.25,1.0
2024-06-08 11:26:45,1.5,1.25
2024-06-08 11:41:46,1.75,1.5
2024-06-08 11:56:48,2.0,1.5
2024-06-08 12:11:49,2.25,1.75
2024-06-08 12:26:51,2.25,2.0
2024-06-08 12:41:52,2.5,2.0
2024-06-08 12:56:53,2.75,2.25
2024-06-08 13:11:54,3.0,2.5
2024-06-08 13:26:56,3.25,2.75
2024-06-08 13:41:57,3.5,3.0
2024-06-08 13:57:00,3.75,3.25
2024-06-08 14:12:01,4.0,3.5
2024-06-08 14:27:03,4.25,3.75
2024-06-08 14:42:04,3.75,4.0
2024-06-08 14:57:05,3.25,4.25
2024-06-08 15:12:07,3.5,4.5
2024-06-08 15:27:08,3.75,4.75
2024-06-08 15:42:09,4.0,5.0
2024-06-08 15:57:11,4.25,5.25
2024-06-08 16:12:12,4.5,5.5
2024-06-08 16:27:14,4.75,5.75
2024-06-08 16:42:15,3.25,6.0
2024-06-08 16:57:16,3.25,6.25
2024-06-08 17:12:17,3.5,6.5
2024-06-08 17:27:19,3.5,6.75
2024-06-08 17:42:20,3.75,7.0
2024-06-08 17:57:21,4.0,7.25
2024-06-08 18:12:23,4.25,7.5
2024-06-08 18:27:24,4.5,7.75
2024-06-08 18:42:25,4.75,8.0
2024-06-08 18:57:26,5.0,8.25
2024-06-08 19:12:28,5.25,8.5
2024-06-08 19:27:29,5.0,8.75
2024-06-08 19:42:30,5.25,9.0
2024-06-08 19:57:32,5.5,9.25
2024-06-08 20:12:33,5.75,9.5
2024-06-08 20:27:34,6.0,7.25
2024-06-08 20:42:36,5.75,7.5
2024-06-08 20:57:37,6.0,7.75
2024-06-08 21:12:38,6.25,8.0
2024-06-08 21:27:39,6.5,8.25
2024-06-08 21:42:41,6.75,8.0
2024-06-08 21:57:43,7.0,8.25
2024-06-08 22:12:44,6.0,8.5
2024-06-08 22:27:46,6.25,8.75
2024-06-08 22:42:48,6.0,9.0
2024-06-08 22:57:49,5.5,9.25
2024-06-08 23:12:50,5.75,9.5
2024-06-08 23:27:51,6.0,9.75
2024-06-08 23:42:53,6.25,10.0
2024-06-08 23:57:54,6.5,10.25
2024-06-09 00:12:55,6.75,10.5
2024-06-09 00:27:57,6.5,10.75
2024-06-09 00:42:58,6.25,11.0
2024-06-09 00:57:59,6.5,11.25
2024-06-09 01:13:01,6.25,11.5
2024-06-09 01:28:02,6.5,11.75
2024-06-09 01:43:03,6.25,12.0
2024-06-09 01:58:04,6.5,12.25
2024-06-09 02:13:06,6.75,12.5
2024-06-09 02:28:07,7.0,12.75
2024-06-09 02:43:08,7.25,13.0
2024-06-09 02:58:10,7.5,13.25
2024-06-09 03:13:11,7.75,13.5
2024-06-09 03:28:12,8.0,13.75
2024-06-09 03:43:14,8.25,14.0
2024-06-09 03:58:15,8.5,14.25
2024-06-09 04:13:17,8.75,14.5
2024-06-09 04:28:18,5.5,14.75
2024-06-09 04:43:21,5.75,15.0
2024-06-09 04:58:22,6.0,15.25
2024-06-09 05:13:24,6.25,15.5
2024-06-09 05:28:25,6.5,5.0
2024-06-09 05:43:26,6.75,3.5
2024-06-09 05:58:28,7.0,3.75
2024-06-09 06:13:29,0.5,4.0
2024-06-09 06:28:30,0.5,4.25
2024-06-09 06:43:32,0.5,4.5
2024-06-09 06:58:33,0.5,0.5
2024-06-09 07:13:35,0.5,0.5
2024-06-09 07:28:36,0.5,0.5
2024-06-09 07:43:37,0.5,0.5
2024-06-09 07:58:38,0.5,0.75
2024-06-09 08:13:40,0.5,1.0
2024-06-09 08:28:41,0.5,1.25
2024-06-09 08:43:42,0.5,1.5
2024-06-09 08:58:43,0.5,1.75
2024-06-09 09:13:45,0.5,2.0
2024-06-09 09:28:46,0.5,2.25
2024-06-09 09:43:47,0.75,1.0
2024-06-09 09:58:49,1.0,1.0
2024-06-09 10:13:50,1.25,1.25
2024-06-09 10:28:53,1.5,1.5
2024-06-09 10:43:54,1.75,1.75
2024-06-09 10:58:55,2.0,2.0
2024-06-09 11:13:57,2.25,2.25
2024-06-09 11:28:58,2.5,2.5
2024-06-09 11:44:00,2.75,2.75
2024-06-09 11:59:01,3.0,3.0
2024-06-09 12:14:02,3.25,3.25
2024-06-09 12:29:03,3.5,2.25
2024-06-09 12:44:05,3.75,2.5
2024-06-09 12:59:06,3.25,2.75
2024-06-09 13:14:08,3.5,3.0
2024-06-09 13:29:09,3.5,3.25
2024-06-09 13:44:12,3.75,3.5
2024-06-09 13:59:13,4.0,3.5
2024-06-09 14:14:14,4.25,3.75
2024-06-09 14:29:16,4.5,4.0
2024-06-09 14:44:17,4.75,4.25
2024-06-09 14:59:18,5.0,4.5
2024-06-09 15:14:19,5.25,4.75
2024-06-09 15:29:21,5.25,5.0
2024-06-09 15:44:22,5.5,5.25
2024-06-09 15:59:25,5.75,5.5
2024-06-09 16:14:28,6.0,5.75
2024-06-09 16:29:31,4.0,6.0
2024-06-09 16:44:33,4.25,6.25
2024-06-09 16:59:34,2.0,6.5
2024-06-09 17:14:36,2.0,6.75
2024-06-09 17:29:37,2.25,7.0
2024-06-09 17:44:38,2.5,7.25
2024-06-09 17:59:40,2.75,7.5
2024-06-09 18:14:41,3.0,7.75
2024-06-09 18:29:42,3.0,8.0
2024-06-09 18:44:44,3.25,8.25
2024-06-09 18:59:45,3.5,8.5
2024-06-09 19:14:46,3.75,8.75
2024-06-09 19:29:48,4.0,9.0
2024-06-09 19:44:49,4.25,9.0
2024-06-09 19:59:51,4.5,9.25
2024-06-09 20:14:52,4.75,9.5
2024-06-09 20:29:53,5.0,9.75
2024-06-09 20:44:55,4.0,10.0
2024-06-09 20:59:56,4.25,10.25
2024-06-09 21:14:57,4.5,10.5
2024-06-09 21:29:59,4.75,10.75
2024-06-09 21:45:03,5.0,11.0
2024-06-09 22:00:04,5.25,11.25
2024-06-09 22:15:05,4.5,11.5
2024-06-09 22:30:08,4.75,11.75
2024-06-09 22:45:09,5.0,12.0
2024-06-09 23:00:10,5.0,12.25
2024-06-09 23:15:12,5.25,12.5
2024-06-09 23:30:14,4.5,12.75
2024-06-09 23:45:15,4.75,13.0
2024-06-10 00:00:16,5.0,13.25
2024-06-10 00:15:17,4.75,8.75
2024-06-10 00:30:19,4.75,9.0
2024-06-10 00:45:20,5.0,9.0
2024-06-10 01:00:22,5.25,9.25
2024-06-10 01:15:23,5.5,6.75
2024-06-10 01:30:25,5.75,7.0
2024-06-10 01:45:26,6.0,7.25
2024-06-10 02:00:28,6.0,7.5
2024-06-10 02:15:29,6.25,6.0
2024-06-10 02:30:30,5.75,6.25
2024-06-10 02:45:32,6.0,6.5
2024-06-10 03:00:33,6.25,6.25
2024-06-10 03:15:35,6.5,6.5
2024-06-10 03:30:36,6.5,6.75
2024-06-10 03:45:38,6.75,7.0
2024-06-10 04:00:39,6.0,7.25
2024-06-10 04:15:41,3.0,7.25
2024-06-10 04:30:42,2.25,7.5
2024-06-10 04:45:44,1.5,7.5
2024-06-10 05:00:45,1.75,7.75
2024-06-10 05:15:46,2.0,8.0
2024-06-10 05:30:48,2.25,7.0
2024-06-10 05:45:49,2.5,6.0
2024-06-10 06:00:50,1.75,6.25
2024-06-10 06:15:52,2.0,6.5
2024-06-10 06:30:53,2.25,6.5
2024-06-10 06:45:54,2.5,6.0
2024-06-10 07:00:56,2.75,6.25
2024-06-10 07:15:57,3.0,6.5
2024-06-10 07:30:59,3.25,6.75
2024-06-10 07:46:00,3.5,7.0
2024-06-10 08:01:01,3.75,7.25
2024-06-10 08:16:03,4.0,7.5
2024-06-10 08:31:04,3.0,7.75
2024-06-10 08:46:05,2.0,8.0
2024-06-10 09:01:06,2.25,8.25
2024-06-10 09:16:08,2.5,3.5
2024-06-10 09:31:11,2.75,3.75
2024-06-10 09:46:12,3.0,4.0
2024-06-10 10:01:14,3.25,4.25
2024-06-10 10:16:15,3.5,4.5
2024-06-10 10:31:17,3.75,4.75
2024-06-10 10:46:18,4.0,5.0
2024-06-10 11:01:19,4.25,5.25
2024-06-10 11:16:20,4.5,5.5
2024-06-10 11:31:22,4.75,5.75
2024-06-10 11:46:23,5.0,6.0
2024-06-10 12:01:24,5.25,6.25
2024-06-10 12:16:25,5.5,6.5
2024-06-10 12:31:26,5.75,6.75
2024-06-10 12:46:28,6.0,7.0
2024-06-10 13:01:29,6.25,7.25
2024-06-10 13:16:30,6.5,7.5
2024-06-10 13:31:32,6.75,7.75
2024-06-10 13:46:33,7.0,8.0
2024-06-10 14:01:34,6.0,4.75
2024-06-10 14:16:36,6.25,5.0
2024-06-10 14:31:37,6.0,5.25
2024-06-10 14:46:38,6.25,5.5
2024-06-10 15:01:39,6.5,5.75
2024-06-10 15:16:42,6.75,6.0
2024-06-10 15:31:44,7.0,4.5
2024-06-10 15:46:46,7.25,4.75
2024-06-10 16:01:47,7.5,5.0
2024-06-10 16:16:48,7.75,5.25
2024-06-10 16:31:50,5.5,5.5
2024-06-10 16:46:51,5.75,5.75
2024-06-10 17:01:54,5.5,6.0
2024-06-10 17:16:56,5.25,6.25
2024-06-10 17:31:57,5.5,6.5
2024-06-10 17:46:59,6.75,5.75
2024-06-10 18:02:00,7.0,5.5
2024-06-10 18:17:02,7.25,5.75
2024-06-10 18:32:03,6.5,6.0
2024-06-10 18:47:04,6.75,6.25
2024-06-10 19:02:06,7.0,5.5
2024-06-10 19:17:07,7.25,5.75
2024-06-10 19:32:10,6.75,6.0
2024-06-10 19:47:12,7.0,6.25
2024-06-10 20:02:13,7.25,6.5
2024-06-10 20:17:14,7.5,6.75
2024-06-10 20:32:15,7.75,7.0
2024-06-10 20:47:17,8.25,7.5
2024-06-10 21:02:18,8.5,7.75
2024-06-10 21:17:19,8.5,7.75
2024-06-10 21:32:21,7.0,8.25
2024-06-10 21:47:22,7.25,8.5
2024-06-10 22:02:24,7.5,8.75
2024-06-10 22:17:25,7.5,8.75
2024-06-10 22:32:26,8.0,8.0
2024-06-10 22:47:28,8.0,8.0
2024-06-10 23:02:29,7.5,8.0
2024-06-10 23:17:30,7.25,8.25
2024-06-10 23:32:32,7.25,8.25
2024-06-10 23:47:33,7.75,7.75
2024-06-11 00:02:35,8.0,8.0
2024-06-11 00:17:36,8.25,8.25
2024-06-11 00:32:38,8.5,8.5
2024-06-11 00:47:40,8.5,8.5
2024-06-11 01:02:41,9.0,9.0
2024-06-11 01:17:42,9.25,9.25
2024-06-11 01:32:43,9.5,9.5
2024-06-11 01:47:45,9.75,9.75
2024-06-11 02:02:46,6.0,10.0
2024-06-11 02:17:48,6.25,10.25
